airplaneType,airFlightNum,originAirport,destinationAirport,curNumPassenger,scheduledTakeoffTime,scheduledDepartingTime,scheduledArrivingTime
Airbus 380,UA20867,KDTW,KSLC,587,29640,29700,38280
Boeing 747,UA20868,KDTW,KSAV,245,35820,35880,40320
Boeing 747,UA20869,KDTW,KSTL,268,29160,29220,32100
Boeing 747,UA20870,KDTW,ATL,268,30960,31020,34860
Airbus 330,UA20871,KDTW,MEM,322,40140,40200,44580
Airbus 380,UA20872,KDTW,MEM,612,30720,30780,34500
Boeing 747,UA20873,KDTW,KNKX,268,36840,36900,48600
Airbus 380,UA20874,KDTW,KMSP,533,34380,34440,37680
Airbus 380,UA20875,KDTW,SFO,528,25740,25800,37680
Airbus 330,UA20876,KDTW,MCO,281,41700,41760,48480
Airbus 380,UA20877,KDTW,KMIA,649,22200,22260,28980
Airbus 330,UA20878,KDTW,JFK,273,32400,32460,36180
Boeing 747,UA20879,KDTW,KCLT,268,36840,36900,40140
Boeing 747,UA20880,KDTW,KPHX,236,40740,40800,50880
Airbus 330,UA20881,KDTW,KSAV,272,38460,38520,43560
Boeing 747,UA20882,KDTW,KMSP,269,26640,26700,30120
Boeing 747,UA20883,KDTW,KMCI,239,27120,27180,31200
Airbus 380,UA20884,KDTW,KMCI,616,36120,36180,40020
Boeing 747,UA20885,KDTW,KSTL,221,28560,28620,31500
Airbus 380,UA20886,KDTW,KNKX,634,26700,26760,37920
Airbus 380,UA20887,KDTW,DEN,578,28860,28920,35520
Airbus 330,UA20888,KDTW,JFK,274,27480,27540,31260
Airbus 380,UA20889,KDTW,CLE,623,37500,37560,38400
Airbus 380,UA20890,KDTW,LIT,535,39240,39300,43560
Boeing 747,UA20891,KDTW,KBOS,256,29220,29280,33300
Airbus 330,UA20892,KDTW,MEM,304,21660,21720,26100
Airbus 380,UA20893,KDTW,SFO,600,26040,26100,37980
Airbus 330,UA20894,KDTW,MEM,305,34200,34260,38640
Airbus 380,UA20895,KDTW,KSLC,577,24360,24420,33000
Boeing 747,UA20896,KDTW,KSLC,221,41100,41160,50160
Airbus 380,UA20897,KDTW,LAX,648,41100,41160,52500
Airbus 380,UA20898,KDTW,MEM,586,34740,34800,38520
Airbus 380,UA20899,KDTW,KCVG,589,42240,42300,43920
Airbus 380,UA20900,KMCI,JFK,628,34320,34380,40920
Boeing 747,UA20901,KMCI,KPHX,251,32400,32460,38880
Airbus 330,UA20902,KMCI,KSLC,308,39720,39780,46200
Airbus 380,UA20903,KMCI,SFO,596,43020,43080,51780
Boeing 747,UA20904,KMCI,KCVG,273,39600,39660,43140
Boeing 747,UA20905,KMCI,KSAV,234,32820,32880,38520
Airbus 380,UA20906,KMCI,JFK,635,24240,24300,30840
Airbus 380,UA20907,KMCI,KBOS,624,37260,37320,44640
Boeing 747,UA20908,KMCI,KMSY,249,28260,28320,32700
Airbus 330,UA20909,KMCI,KMSP,301,42300,42360,45300
Airbus 380,UA20910,KMCI,KBOS,627,31620,31680,39000
Boeing 747,UA20911,KMCI,KPHX,267,42120,42180,48600
Boeing 747,UA20912,KMCI,KNKX,243,37560,37620,45720
Airbus 380,UA20913,KMCI,LIT,628,36180,36240,38460
Boeing 747,UA20914,KMCI,LAX,248,35460,35520,43800
Airbus 330,UA20915,KMCI,LAX,315,29340,29400,38820
Airbus 330,UA20916,KMCI,LAX,300,23700,23760,33180
Boeing 747,UA20917,KMCI,LAX,231,32820,32880,41160
Boeing 747,UA20918,KMCI,KMSY,255,42540,42600,46980
Airbus 330,UA20919,KMCI,CLE,286,25980,26040,30960
Airbus 380,UA20920,KMCI,KCLT,526,39660,39720,44580
Airbus 330,UA20921,KMCI,JFK,301,43020,43080,50820
Boeing 747,UA20922,KMCI,SFO,275,27000,27060,36180
Airbus 330,UA20923,KMCI,MEM,286,28680,28740,31680
Boeing 747,UA20924,KMCI,MCO,272,42840,42900,49500
Airbus 380,UA20925,KMCI,KSAV,565,40500,40560,45960
Airbus 330,UA20926,KMCI,CLE,289,32880,32940,37860
Airbus 330,UA20927,KMCI,DEN,303,34680,34740,38640
Airbus 380,UA20928,KMCI,MCO,602,27900,27960,34260
Airbus 380,UA20929,KMCI,KPIT,541,38760,38820,43440
Boeing 747,UA20930,KMCI,KNKX,246,42720,42780,50880
Airbus 330,UA20931,KMCI,KBOS,293,34260,34320,43020
Airbus 330,UA20932,KMCI,CLE,293,42180,42240,47160
Boeing 747,UA20933,KMCI,LAX,250,26340,26400,34680
Airbus 330,UA20934,KMCI,SFO,269,24900,24960,35280
Airbus 330,UA20935,KMCI,MCO,306,33780,33840,41340
Airbus 330,UA20936,KMCI,ATL,273,32040,32100,37020
Airbus 330,UA20937,KMCI,SFO,291,40080,40140,50460
Airbus 330,UA20938,KMCI,MCO,301,38460,38520,46020
Boeing 747,UA20939,KMCI,MEM,229,31440,31500,34140
Airbus 380,UA20940,KMCI,KNKX,618,26700,26760,34500
Airbus 330,UA20941,KMCI,KSTL,327,29760,29820,31740
Boeing 747,UA20942,KMCI,KSEA,241,37860,37920,46980
Airbus 380,UA20943,KMCI,DEN,545,26640,26700,30000
Boeing 747,UA20944,KMCI,MCI,227,39480,39540,39900
Airbus 380,UA20945,KMCI,KSEA,597,33000,33060,41700
Airbus 380,UA20946,KMCI,MCO,557,41520,41580,47880
Airbus 380,UA20947,KMCI,KCVG,537,24420,24480,27780
Airbus 330,UA20948,KMCI,KPIT,280,30720,30780,36240
Airbus 330,UA20949,KMCI,KSAV,294,38400,38460,44820
Boeing 747,UA20950,KMCI,SFO,273,26340,26400,35520
Boeing 747,UA20951,KMCI,KSTL,225,25080,25140,26880
Airbus 380,UA20952,KMCI,JFK,593,40380,40440,46980
Airbus 330,UA20953,KMCI,KDTW,317,25800,25860,30360
Boeing 747,UA20954,KMCI,KSAV,272,41820,41880,47520
Airbus 380,UA20955,KMCI,LIT,566,24360,24420,26640
Airbus 380,UA20956,KMCI,ORD,560,40080,40140,42720
Airbus 380,UA20957,KMCI,KPHX,600,22920,22980,29100
Boeing 747,UA20958,KMCI,KCLT,271,28020,28080,33120
Boeing 747,UA20959,KMCI,SFO,245,37980,38040,47160
Boeing 747,UA20960,KMCI,KMSY,226,25500,25560,29940
Airbus 380,UA20961,KMCI,KPIT,549,37620,37680,42300
Airbus 330,UA20962,KMCI,MCO,270,21900,21960,29460
Airbus 330,UA20963,KMCI,KCLT,277,24780,24840,30540
Boeing 747,UA20964,KMCI,MCO,246,42240,42300,48900
Airbus 330,UA20965,KMCI,SFO,289,36480,36540,46860
Airbus 330,UA20966,KMCI,CLE,293,22500,22560,27480
Boeing 747,UA20967,KMCI,KSAV,270,29580,29640,35280
Airbus 330,UA20968,KMCI,CLE,292,41160,41220,46140
Boeing 747,UA20969,KMCI,ORD,254,42660,42720,45420
Airbus 330,UA20970,KMCI,DEN,312,40740,40800,44700
Airbus 380,UA20971,KMCI,KMIA,633,25980,26040,33360
Boeing 747,UA20972,KMCI,DEN,261,28980,29040,32460
Airbus 330,UA20973,KMCI,KNKX,328,37260,37320,46500
Airbus 380,UA20974,KMCI,KMSY,636,28560,28620,32820
Boeing 747,UA20975,KMCI,KCVG,255,38220,38280,41760
Airbus 380,UA20976,KMCI,LIT,532,39240,39300,41520
Boeing 747,UA20977,KMCI,KBOS,224,28080,28140,35820
Airbus 380,UA20978,KMCI,DEN,570,34500,34560,37860
Boeing 747,UA20979,KMCI,LAX,239,30360,30420,38700
Boeing 747,UA20980,KMCI,KCVG,222,37740,37800,41280
Boeing 747,UA20981,KMCI,KPHL,275,27780,27840,34260
Airbus 380,UA20982,KMCI,KSAV,565,36540,36600,42000
Boeing 747,UA20983,KMCI,MCI,250,36600,36660,37020
Airbus 380,UA20984,KMCI,KSLC,538,28200,28260,33720
Airbus 330,UA20985,KMCI,DEN,295,22320,22380,26280
Boeing 747,UA20986,KMCI,LIT,247,32160,32220,34560
Boeing 747,UA20987,KMCI,SFO,235,21960,22020,31140
Airbus 330,UA20988,KMCI,KNKX,281,25500,25560,34740
Airbus 380,UA20989,KMCI,SFO,542,26580,26640,35340
Airbus 380,UA20990,KMCI,DEN,548,42900,42960,46260
Airbus 380,UA20991,KMCI,MEM,544,23280,23340,25860
Boeing 747,UA20992,KMCI,KSLC,227,27780,27840,33540
Airbus 330,UA20993,KMCI,JFK,327,25920,25980,33720
Airbus 380,UA20994,KMCI,KDTW,531,39000,39060,42900
Boeing 747,UA20995,KMCI,CLE,235,29160,29220,33600
Airbus 380,UA20996,KMCI,KSEA,568,37380,37440,46080
Airbus 330,UA20997,KMCI,MCI,319,29580,29640,30000
Boeing 747,UA20998,KMCI,KPIT,274,35040,35100,39960
Airbus 380,UA20999,KMCI,MEM,616,41460,41520,44040
Airbus 330,UA21000,KCLT,KSTL,272,30240,30300,34440
Airbus 380,UA21001,KCLT,MCO,531,26580,26640,29580
Airbus 380,UA21002,KCLT,KMSY,605,35820,35880,39840
Airbus 380,UA21003,KCLT,KPHX,563,31140,31200,41400
Boeing 747,UA21004,KCLT,MCI,261,24960,25020,30060
Airbus 380,UA21005,KCLT,LAX,649,39240,39300,51480
Boeing 747,UA21006,KCLT,SFO,249,22680,22740,36480
Airbus 380,UA21007,KCLT,MEM,556,25320,25380,28560
Boeing 747,UA21008,KCLT,LIT,241,41460,41520,45600
Airbus 330,UA21009,KCLT,LIT,329,33600,33660,38220
Airbus 380,UA21010,KCLT,ORD,540,30480,30540,34200
Airbus 330,UA21011,KCLT,ORD,333,42060,42120,46440
Boeing 747,UA21012,KCLT,KSLC,245,29340,29400,39840
Boeing 747,UA21013,KCLT,SFO,260,34380,34440,48180
Boeing 747,UA21014,KCLT,KMIA,232,39960,40020,44160
Airbus 380,UA21015,KCLT,KDTW,613,33180,33240,36360
Airbus 330,UA21016,KCLT,MCO,306,22380,22440,25920
Airbus 380,UA21017,KCLT,KSEA,562,31680,31740,44760
Airbus 330,UA21018,KCLT,KMCI,309,25860,25920,31620
Boeing 747,UA21019,KCLT,KMSP,250,25680,25740,31500
Airbus 330,UA21020,KCLT,ORD,304,38280,38340,42660
Airbus 380,UA21021,KCLT,JFK,573,29760,29820,33180
Airbus 330,UA21022,KCLT,KPIT,272,23220,23280,26040
Boeing 747,UA21023,KCLT,KCVG,249,33600,33660,35940
Airbus 380,UA21024,KCLT,KDTW,598,32640,32700,35820
Airbus 380,UA21025,KCLT,ATL,547,31080,31140,32760
Boeing 747,UA21026,KCLT,KMIA,255,24720,24780,28920
Boeing 747,UA21027,KCLT,LAX,229,29100,29160,41940
Airbus 330,UA21028,KCLT,LAX,268,40020,40080,54540
Airbus 330,UA21029,KCLT,KMSY,327,26280,26340,31020
Airbus 330,UA21030,KCLT,SFO,269,24000,24060,39660
Airbus 330,UA21031,KCLT,KBOS,301,26100,26160,31320
Airbus 380,UA21032,KCLT,MCI,586,38520,38580,43440
Boeing 747,UA21033,KCLT,KNKX,248,21720,21780,34200
Airbus 380,UA21034,KCLT,KSEA,621,41640,41700,54720
Airbus 380,UA21035,KCLT,DEN,595,33600,33660,41460
Boeing 747,UA21036,KCLT,KNKX,267,39840,39900,52320
Airbus 380,UA21037,KCLT,KPHX,623,38460,38520,48720
Boeing 747,UA21038,KCLT,KMSY,261,31440,31500,35640
Airbus 330,UA21039,KCLT,KMSP,290,25920,25980,32520
Boeing 747,UA21040,KCLT,MCI,271,35400,35460,40500
Airbus 330,UA21041,KCLT,MCO,320,27000,27060,30540
Airbus 330,UA21042,KCLT,KMIA,294,39840,39900,44580
Boeing 747,UA21043,KCLT,DEN,222,31140,31200,39360
Airbus 380,UA21044,KCLT,KMSP,538,42900,42960,48480
Boeing 747,UA21045,KCLT,LIT,243,40380,40440,44520
Airbus 330,UA21046,KCLT,KMSP,315,42660,42720,49260
Boeing 747,UA21047,KCLT,KNKX,265,28140,28200,40620
Boeing 747,UA21048,KCLT,DEN,227,33540,33600,41760
Boeing 747,UA21049,KCLT,ATL,232,25440,25500,27180
Airbus 380,UA21050,KCLT,KPIT,561,22740,22800,25200
Boeing 747,UA21051,KCLT,KSLC,245,39840,39900,50340
Boeing 747,UA21052,KCLT,KMSY,230,38040,38100,42240
Airbus 380,UA21053,KCLT,MCI,611,21900,21960,26820
Airbus 330,UA21054,KCLT,ORD,273,42240,42300,46620
Airbus 330,UA21055,KCLT,LAX,310,39480,39540,54000
Boeing 747,UA21056,KCLT,MCI,246,41760,41820,46860
Airbus 380,UA21057,KCLT,MCO,616,25140,25200,28140
Airbus 380,UA21058,KCLT,KPHX,599,27780,27840,38040
Boeing 747,UA21059,KCLT,KMSP,274,33720,33780,39540
Airbus 380,UA21060,KCLT,LAX,570,31920,31980,44160
Airbus 380,UA21061,KCLT,ATL,564,23940,24000,25620
Airbus 380,UA21062,KCLT,KSTL,627,25260,25320,28860
Airbus 330,UA21063,KCLT,KDTW,281,35160,35220,38880
Airbus 330,UA21064,KCLT,DEN,318,27960,28020,37260
Airbus 330,UA21065,KCLT,KBOS,289,40200,40260,45420
Boeing 747,UA21066,KCLT,KBOS,230,39840,39900,44460
Boeing 747,UA21067,KCLT,KNKX,270,40020,40080,52500
Airbus 330,UA21068,KCLT,KMSP,288,41880,41940,48480
Airbus 330,UA21069,KCLT,KSEA,308,29760,29820,45300
Airbus 380,UA21070,KCLT,MEM,604,33300,33360,36540
Boeing 747,UA21071,KCLT,KPIT,256,31740,31800,34260
Airbus 380,UA21072,KCLT,KBOS,647,28320,28380,32760
Boeing 747,UA21073,KCLT,MCI,233,32640,32700,37740
Boeing 747,UA21074,KCLT,JFK,224,33240,33300,36780
Boeing 747,UA21075,KCLT,KPHX,222,22260,22320,33000
Boeing 747,UA21076,KCLT,KMIA,243,39900,39960,44100
Airbus 380,UA21077,KCLT,MEM,627,23940,24000,27180
Boeing 747,UA21078,KCLT,KDTW,245,31920,31980,35220
Airbus 380,UA21079,KCLT,KPHL,574,26040,26100,28920
Airbus 330,UA21080,KCLT,MEM,301,28140,28200,31920
Airbus 380,UA21081,KCLT,ORD,572,37440,37500,41160
Airbus 380,UA21082,KCLT,KCVG,540,27060,27120,29340
Boeing 747,UA21083,KCLT,DEN,241,36180,36240,44400
Boeing 747,UA21084,KCLT,JFK,244,34320,34380,37860
Airbus 380,UA21085,KCLT,LIT,523,28560,28620,32520
Airbus 330,UA21086,KCLT,SFO,300,22320,22380,37980
Boeing 747,UA21087,KCLT,SFO,245,43080,43140,56880
Airbus 330,UA21088,KCLT,KDTW,316,28800,28860,32520
Airbus 330,UA21089,KCLT,KPIT,312,34080,34140,36900
Airbus 330,UA21090,KCLT,ATL,298,25320,25380,27240
Airbus 380,UA21091,KCLT,KMCI,583,39000,39060,43920
Airbus 380,UA21092,KCLT,DEN,550,26520,26580,34380
Airbus 380,UA21093,KCLT,JFK,645,24840,24900,28260
Airbus 330,UA21094,KCLT,ORD,271,41580,41640,45960
Boeing 747,UA21095,KCLT,KPIT,267,36600,36660,39120
Airbus 380,UA21096,KCLT,KBOS,523,27180,27240,31620
Airbus 330,UA21097,KCLT,KMIA,321,35400,35460,40140
Airbus 330,UA21098,KCLT,MEM,282,35400,35460,39180
Boeing 747,UA21099,KCLT,KSEA,271,22620,22680,36360
Airbus 330,UA21100,KPIT,KSTL,322,33240,33300,37320
Airbus 330,UA21101,KPIT,KPHL,313,26580,26640,28740
Airbus 380,UA21102,KPIT,KPHL,612,23940,24000,25800
Boeing 747,UA21103,KPIT,KMIA,270,37200,37260,43560
Airbus 330,UA21104,KPIT,KPHL,306,38280,38340,40440
Boeing 747,UA21105,KPIT,KCVG,258,32880,32940,34740
Airbus 380,UA21106,KPIT,DEN,583,37080,37140,44640
Boeing 747,UA21107,KPIT,KPHL,233,27780,27840,29760
Boeing 747,UA21108,KPIT,KSEA,274,38460,38520,51240
Airbus 380,UA21109,KPIT,KSEA,625,31920,31980,44100
Boeing 747,UA21110,KPIT,KSEA,231,24660,24720,37440
Airbus 380,UA21111,KPIT,KBOS,542,37800,37860,40920
Airbus 330,UA21112,KPIT,KSTL,273,37920,37980,42000
Airbus 380,UA21113,KPIT,JFK,556,29220,29280,31500
Airbus 380,UA21114,KPIT,KSAV,568,41280,41340,44880
Airbus 380,UA21115,KPIT,KMSP,538,27300,27360,31740
Airbus 330,UA21116,KPIT,KMIA,307,31560,31620,38700
Boeing 747,UA21117,KPIT,MEM,260,37860,37920,42060
Boeing 747,UA21118,KPIT,LIT,274,39600,39660,44460
Airbus 330,UA21119,KPIT,CLE,291,31080,31140,32160
Airbus 330,UA21120,KPIT,KCLT,304,32940,33000,35760
Airbus 380,UA21121,KPIT,KSTL,632,23280,23340,26760
Airbus 380,UA21122,KPIT,KSAV,524,23160,23220,26760
Airbus 330,UA21123,KPIT,MEM,307,36300,36360,41040
Boeing 747,UA21124,KPIT,KCVG,227,41280,41340,43140
Boeing 747,UA21125,KPIT,KDTW,242,30720,30780,32280
Airbus 330,UA21126,KPIT,KMSY,268,25320,25380,31860
Airbus 380,UA21127,KPIT,MCO,560,32220,32280,37260
Boeing 747,UA21128,KPIT,SFO,274,34560,34620,48120
Airbus 380,UA21129,KPIT,KSLC,528,42300,42360,51900
Boeing 747,UA21130,KPIT,MCO,257,25320,25380,30600
Airbus 380,UA21131,KPIT,KBOS,529,31500,31560,34620
Airbus 380,UA21132,KPIT,KPHL,608,37380,37440,39240
Boeing 747,UA21133,KPIT,MCI,271,31260,31320,36180
Boeing 747,UA21134,KPIT,KPHX,236,39060,39120,50040
Airbus 380,UA21135,KPIT,KPHX,589,34680,34740,45180
Airbus 380,UA21136,KPIT,ORD,524,27720,27780,30420
Airbus 380,UA21137,KPIT,MCI,548,22440,22500,27120
Airbus 380,UA21138,KPIT,KMSY,529,24180,24240,29700
Airbus 330,UA21139,KPIT,MEM,307,35460,35520,40200
Airbus 380,UA21140,KPIT,CLE,587,30600,30660,31560
Airbus 380,UA21141,KPIT,KSEA,551,38100,38160,50280
Boeing 747,UA21142,KPIT,KCVG,236,28380,28440,30240
Airbus 380,UA21143,KPIT,MEM,602,22140,22200,26160
Airbus 380,UA21144,KPIT,KDTW,584,23400,23460,24900
Airbus 380,UA21145,KPIT,LIT,643,28080,28140,32760
Airbus 330,UA21146,KPIT,KBOS,307,29700,29760,33360
Airbus 330,UA21147,KPIT,KBOS,297,36780,36840,40440
Boeing 747,UA21148,KPIT,MEM,238,23880,23940,28080
Airbus 330,UA21149,KPIT,SFO,297,23520,23580,38880
Airbus 380,UA21150,KPIT,MCO,570,36360,36420,41400
Airbus 380,UA21151,KPIT,KCLT,533,28440,28500,30900
Airbus 330,UA21152,KPIT,DEN,326,22620,22680,31560
Boeing 747,UA21153,KPIT,KSEA,255,33360,33420,46140
Airbus 380,UA21154,KPIT,KMSP,571,27960,28020,32400
Airbus 380,UA21155,KPIT,LIT,560,38220,38280,42900
Boeing 747,UA21156,KPIT,KSAV,239,33120,33180,36900
Airbus 330,UA21157,KPIT,KPHX,280,23760,23820,36240
Airbus 380,UA21158,KPIT,JFK,618,27420,27480,29700
Airbus 330,UA21159,KPIT,KSTL,271,23340,23400,27420
Boeing 747,UA21160,KPIT,MEM,265,37320,37380,41520
Airbus 330,UA21161,KPIT,KMCI,305,37980,38040,43500
Boeing 747,UA21162,KPIT,CLE,236,30120,30180,31140
Airbus 330,UA21163,KPIT,KSTL,320,28740,28800,32820
Boeing 747,UA21164,KPIT,KCLT,245,39720,39780,42240
Airbus 380,UA21165,KPIT,KMSY,601,28620,28680,34140
Boeing 747,UA21166,KPIT,KBOS,266,39600,39660,42900
Boeing 747,UA21167,KPIT,ATL,223,40080,40140,43560
Boeing 747,UA21168,KPIT,CLE,265,23580,23640,24600
Airbus 330,UA21169,KPIT,JFK,269,39660,39720,42300
Airbus 330,UA21170,KPIT,KCLT,279,22020,22080,24840
Boeing 747,UA21171,KPIT,KSLC,262,22920,22980,33000
Boeing 747,UA21172,KPIT,KPHX,250,33120,33180,44100
Airbus 330,UA21173,KPIT,KPHX,333,42300,42360,54780
Airbus 380,UA21174,KPIT,KMCI,577,42720,42780,47400
Boeing 747,UA21175,KPIT,KMIA,227,23580,23640,29940
Airbus 330,UA21176,KPIT,KMIA,318,25440,25500,32580
Airbus 330,UA21177,KPIT,KPHL,315,25560,25620,27720
Airbus 330,UA21178,KPIT,ORD,279,24120,24180,27240
Boeing 747,UA21179,KPIT,KMIA,274,24600,24660,30960
Airbus 380,UA21180,KPIT,KBOS,613,29880,29940,33000
Airbus 330,UA21181,KPIT,KCVG,273,34380,34440,36480
Boeing 747,UA21182,KPIT,MCO,249,22320,22380,27600
Airbus 380,UA21183,KPIT,KMCI,541,24060,24120,28740
Airbus 380,UA21184,KPIT,KSEA,617,32820,32880,45000
Airbus 380,UA21185,KPIT,KMIA,573,35340,35400,41400
Airbus 380,UA21186,KPIT,SFO,610,36900,36960,49860
Airbus 380,UA21187,KPIT,DEN,547,40500,40560,48060
Airbus 380,UA21188,KPIT,ORD,593,23880,23940,26580
Airbus 330,UA21189,KPIT,JFK,326,30420,30480,33060
Airbus 380,UA21190,KPIT,KBOS,622,39300,39360,42420
Airbus 380,UA21191,KPIT,KSLC,554,33480,33540,43080
Boeing 747,UA21192,KPIT,KSEA,255,38040,38100,50820
Boeing 747,UA21193,KPIT,KNKX,227,23880,23940,36540
Boeing 747,UA21194,KPIT,ORD,247,24720,24780,27540
Boeing 747,UA21195,KPIT,LIT,268,42060,42120,46920
Airbus 380,UA21196,KPIT,LAX,526,43020,43080,55320
Airbus 330,UA21197,KPIT,MCO,302,42420,42480,48360
Airbus 380,UA21198,KPIT,KNKX,563,21960,22020,34020
Boeing 747,UA21199,KPIT,KMCI,225,28680,28740,33600
Boeing 747,UA21200,KSEA,KNKX,239,38400,38460,44880
Airbus 330,UA21201,KSEA,KDTW,273,39120,39180,52320
Airbus 330,UA21202,KSEA,SFO,302,24960,25020,29880
Airbus 380,UA21203,KSEA,KSLC,549,40140,40200,44340
Boeing 747,UA21204,KSEA,MCO,272,23880,23940,39240
Airbus 380,UA21205,KSEA,LAX,617,38460,38520,44160
Airbus 380,UA21206,KSEA,KSLC,556,40380,40440,44580
Airbus 330,UA21207,KSEA,KDTW,326,40200,40260,53400
Boeing 747,UA21208,KSEA,KSAV,250,26100,26160,40500
Airbus 330,UA21209,KSEA,KCVG,276,27840,27900,41280
Airbus 380,UA21210,KSEA,KMSP,546,24660,24720,32820
Airbus 380,UA21211,KSEA,LIT,615,32100,32160,42420
Boeing 747,UA21212,KSEA,JFK,250,35460,35520,49980
Airbus 380,UA21213,KSEA,MCI,556,28020,28080,36720
Boeing 747,UA21214,KSEA,KPIT,275,26700,26760,39480
Airbus 330,UA21215,KSEA,JFK,323,25620,25680,42120
Airbus 380,UA21216,KSEA,ORD,538,36540,36600,46500
Airbus 330,UA21217,KSEA,KNKX,292,30300,30360,37620
Airbus 330,UA21218,KSEA,KMIA,307,40320,40380,58860
Airbus 330,UA21219,KSEA,ATL,272,38580,38640,53460
Boeing 747,UA21220,KSEA,KSAV,220,33720,33780,48120
Boeing 747,UA21221,KSEA,KCLT,224,28500,28560,42240
Boeing 747,UA21222,KSEA,MCI,262,27120,27180,36240
Airbus 380,UA21223,KSEA,KCLT,624,29580,29640,42660
Airbus 330,UA21224,KSEA,KSLC,295,27900,27960,32880
Boeing 747,UA21225,KSEA,ORD,232,34500,34560,44940
Airbus 380,UA21226,KSEA,CLE,596,24360,24420,36000
Airbus 330,UA21227,KSEA,KPHL,288,42480,42540,58680
Airbus 380,UA21228,KSEA,KPHL,598,29340,29400,42960
Airbus 330,UA21229,KSEA,KCLT,301,39900,39960,55440
Airbus 380,UA21230,KSEA,LIT,567,41100,41160,51420
Boeing 747,UA21231,KSEA,CLE,245,33360,33420,45540
Airbus 380,UA21232,KSEA,KMSY,643,27240,27300,39240
Airbus 380,UA21233,KSEA,MCI,581,21720,21780,30420
Airbus 330,UA21234,KSEA,KMIA,288,39300,39360,57840
Airbus 380,UA21235,KSEA,KSLC,560,27900,27960,32100
Airbus 330,UA21236,KSEA,ORD,325,34260,34320,46080
Boeing 747,UA21237,KSEA,KSAV,236,24420,24480,38820
Boeing 747,UA21238,KSEA,KPHX,268,37920,37980,44820
Boeing 747,UA21239,KSEA,JFK,261,30180,30240,44700
Airbus 380,UA21240,KSEA,KSAV,603,24840,24900,38580
Airbus 380,UA21241,KSEA,KBOS,524,27360,27420,41640
Boeing 747,UA21242,KSEA,SFO,264,25680,25740,30060
Airbus 380,UA21243,KSEA,MCI,538,40740,40800,49440
Boeing 747,UA21244,KSEA,KMIA,232,41880,41940,58200
Airbus 380,UA21245,KSEA,KDTW,604,28440,28500,39540
Boeing 747,UA21246,KSEA,DEN,275,27480,27540,33840
Airbus 380,UA21247,KSEA,KMSP,592,27420,27480,35580
Airbus 330,UA21248,KSEA,LIT,276,41100,41160,53340
Airbus 330,UA21249,KSEA,KPIT,303,25440,25500,39960
Airbus 330,UA21250,KSEA,KMCI,332,39240,39300,49560
Airbus 330,UA21251,KSEA,KSLC,281,27120,27180,32100
Airbus 330,UA21252,KSEA,ORD,299,42660,42720,54480
Boeing 747,UA21253,KSEA,KPIT,221,24900,24960,37680
Airbus 330,UA21254,KSEA,KPIT,286,21660,21720,36180
Airbus 380,UA21255,KSEA,KPHX,628,42300,42360,48840
Airbus 330,UA21256,KSEA,DEN,281,36480,36540,43680
Boeing 747,UA21257,KSEA,KCLT,232,25620,25680,39360
Airbus 380,UA21258,KSEA,DEN,552,35940,36000,42000
Airbus 330,UA21259,KSEA,KMCI,310,32460,32520,42780
Airbus 330,UA21260,KSEA,KBOS,272,42120,42180,59100
Airbus 330,UA21261,KSEA,MEM,276,42540,42600,55380
Airbus 330,UA21262,KSEA,KPHL,322,35820,35880,52020
Boeing 747,UA21263,KSEA,KSLC,225,35940,36000,40380
Airbus 380,UA21264,KSEA,MCO,556,36360,36420,51000
Airbus 330,UA21265,KSEA,MCO,326,35580,35640,52980
Airbus 380,UA21266,KSEA,DEN,564,36600,36660,42660
Airbus 380,UA21267,KSEA,KNKX,644,24780,24840,30960
Airbus 330,UA21268,KSEA,KSLC,307,39480,39540,44460
Airbus 380,UA21269,KSEA,KMSY,640,29340,29400,41340
Airbus 380,UA21270,KSEA,KNKX,615,36120,36180,42300
Boeing 747,UA21271,KSEA,DEN,248,35100,35160,41460
Airbus 380,UA21272,KSEA,KPIT,522,31920,31980,44100
Boeing 747,UA21273,KSEA,JFK,221,26580,26640,41100
Airbus 380,UA21274,KSEA,KMIA,576,27420,27480,42960
Airbus 330,UA21275,KSEA,KMIA,280,22560,22620,41100
Boeing 747,UA21276,KSEA,SFO,238,25380,25440,29760
Boeing 747,UA21277,KSEA,KSAV,239,23640,23700,38040
Airbus 380,UA21278,KSEA,LIT,621,22860,22920,33180
Airbus 380,UA21279,KSEA,ORD,529,36000,36060,45960
Airbus 380,UA21280,KSEA,KMSP,583,33000,33060,41160
Boeing 747,UA21281,KSEA,MCI,241,39960,40020,49080
Boeing 747,UA21282,KSEA,MCI,226,37380,37440,46500
Airbus 380,UA21283,KSEA,KPHL,644,28200,28260,41820
Boeing 747,UA21284,KSEA,SFO,227,42840,42900,47220
Airbus 330,UA21285,KSEA,MCI,268,40020,40080,50340
Airbus 380,UA21286,KSEA,KSTL,614,25860,25920,35760
Boeing 747,UA21287,KSEA,KCLT,240,34980,35040,48720
Airbus 330,UA21288,KSEA,KNKX,314,27720,27780,35040
Airbus 380,UA21289,KSEA,JFK,630,32460,32520,46320
Airbus 380,UA21290,KSEA,KCLT,631,24660,24720,37740
Boeing 747,UA21291,KSEA,ORD,231,25320,25380,35760
Airbus 380,UA21292,KSEA,KMSY,640,31860,31920,43860
Boeing 747,UA21293,KSEA,KDTW,249,30660,30720,42300
Airbus 330,UA21294,KSEA,KNKX,277,40200,40260,47520
